,CONTROL,AGE1,METRO3,REGION,LMED,FMR,L30,L50,L80,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
573,'100576360140',47,'5','2',57596,883,18035,30050,48081,24190,3,1985,'1',1,70000,-6,'1',1,7,3005.8961200999997,4,79987,'1',379,1,'1',211.0,17.5,693.71683085,964.02593606,778.27168154,635.21174519,76788,-9,57596,18035,30050,48081,57596.0,18756.4,31252.0,50004.24,59899.84,0.0568592396,138.87596361,7,330.66143034,4,226.46375991,3,46.325120791,2,114.71134036,2,78.563627502,2,51.971536588,2,128.69312634,2,88.139488284,2,64.375860507,4,159.40900142,3,109.1762102,3,42.418259895,2,105.03708064,2,71.937909988,2,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','2 100-150% Poverty','2 100-150% Poverty','3 150-200% Poverty','2 100-150% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','4 60 - 80% AMI','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
574,'100577130103',50,'1','2',61900,646,14850,24800,39600,15452,2,2005,'1',1,300000,-6,'1',1,5,2976.8817166,2,63987,'1',2427,1,'1',220.66666667,165.0,2379.4530846000002,3537.9206784000003,2741.8310161,2128.7170032000004,0,-9,61900,14850,24800,39600,49520.0,16706.25,27900.0,44550.0,55710.0,0.4551549533,129.2144588,7,414.10173439999994,4,247.62770898,3,170.84567112,7,615.95989764,4,368.3363908,3,196.86454971,7,709.76728349,4,424.43204584,3,254.02410184,7,915.8479623,4,547.66573969,3,152.84272146,7,551.05280953,4,329.52275591,3,'1 Adequate','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','2 30% to 50%','-5','-5'
575,'100580110140',50,'4','3',50723,907,12670,21096,33752,15452,3,1985,'1',1,150000,-6,'1',1,8,2371.1309023000003,2,112974,'1',1439,1,'1',268.0,37.5,1302.393209,1881.6270057999998,1483.5821747000002,1177.0251683000001,113000,-9,50723,12670,21096,33752,40578.4,16471.0,27424.8,43877.6,52751.92,0.1528493282,278.40920293,7,731.12865648,4,311.39470783,3,98.756080079,5,337.14553688,4,143.59351808,3,112.49502765,6,384.04922981,4,163.57025080000003,3,142.67742337,7,487.08956921,4,207.45611972,3,89.24984480299999,5,304.69199282,4,129.77124237,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
576,'100580130103',27,'5','3',50222,888,15698,26165,41868,23401,3,2003,'1',2,90000,-6,'1',1,5,1828.8629093,4,37974,'1',905,6,'1',230.0,21.5,849.63592537,1197.1762035,958.34930484,774.41510096,38000,-9,50222,15698,26165,41868,50222.0,16325.92,27211.6,43542.72,52230.88,0.2859851477,75.61228147,4,162.27511645,3,106.90878378,3,65.06770901600001,4,145.23070388,2,95.679721326,2,73.393310995,4,163.81339342,3,107.92221901,3,91.683402884,5,204.63675971,4,134.81714003,3,59.307068995,3,132.37299277,2,87.20890776600001,2,'1 Adequate','-5','2000-2009','6 Mobile Home','3 3BR','1 Owner','2 100-150% Poverty','3 150-200% Poverty','4 200%+ Poverty','2 100-150% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','4 60 - 80% AMI','.','1 Less than 30%','-5','-5'
577,'100580230103',58,'5','3',50222,888,14149,23571,37705,18126,3,2006,'1',1,200000,-6,'1',1,7,1978.5052658,3,119961,'1',1348,1,'1',205.0,118.33333333,1652.5242786,2424.8360078,1894.1095662999999,1485.3668910000001,120000,-9,50222,14149,23571,37705,45199.8,16349.955556,27237.6,43570.222222000004,52230.88,0.1348438242,265.40161682,7,661.81727905,4,337.72804054,3,126.55534646,7,364.67489322,4,186.09507642,3,145.05668419,7,417.98732568,4,213.30062684,3,185.70133284,7,535.10669928,4,273.067118,3,113.75392419,6,327.78702218,4,167.27104629,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
578,'100582130103',43,'4','2',63221,1151,19013,31687,50693,24253,4,2005,'1',1,450000,-6,'1',1,10,2521.8964749,4,224474,'1',3340,1,'1',125.0,206.66666667,3322.3462935,5060.0476842,3865.9131909000002,2946.2421715,220000,-9,63221,19013,31687,50693,63221.0,22055.08,36756.92,58803.88,73336.36,0.1785507453,355.06240015,7,925.55147817,4,487.56298871,3,181.21140965,7,547.94809608,4,288.64867885,3,210.85928949,7,637.59752457,4,335.87429982,3,275.99121005,7,834.54379816,4,439.62186657,3,160.69748602,7,485.91797657,4,255.97238675,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
579,'100583430133',42,'2','1',79200,1496,23750,39600,63350,23428,4,2001,'1',1,280000,-6,'1',1,9,594.1828057,4,103587,'1',2132,1,'1',232.33333333,50.0,2143.2006567000003,3224.4370776,2481.4200594999998,1909.1803140999998,95000,-9,79200,23750,39600,63350,79200.0,27550.0,45936.0,73486.0,91872.0,0.2469807987,130.79166667,7,442.1504183,4,173.10661765,3,93.312463284,5,365.92123215,4,143.26207598,3,108.03814261,6,423.66741668,4,165.87032483,3,140.38823918,7,550.52707488,4,215.53723781,3,83.123489816,5,325.96556498,4,127.61900495,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
580,'100583530133',37,'2','1',79200,1496,25650,42800,68450,27610,4,2002,'1',1,370000,-6,'1',1,9,594.1828057,5,98087,'1',2380,1,'1',358.33333333,91.916666667,2909.2532488,4338.0299478,3356.186031,2600.0120816999997,98000,-9,79200,25650,42800,68450,85536.0,27550.0,45970.37037,73520.37037,91872.0,0.2911700837,114.67335391,6,355.25896414,4,163.91544118,3,126.66550195,7,421.47819613,4,194.46880005,3,146.12443535,7,486.22760319,4,224.34398603,3,188.87277724,7,628.47228508,4,289.97526389,3,113.20150129,6,376.67686805,4,173.79759905,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
581,'100583630133',59,'2','1',79200,1394,19000,31700,50700,15452,3,2000,'1',1,440000,-6,'1',1,7,423.78813408,2,401943,'1',2107,1,'1',172.33333333,135.0,3231.5534129000002,4930.6392172,3763.0410459,2863.8071602,356943,-9,79200,19000,31700,50700,63360.0,24700.0,41210.0,65910.0,82368.0,0.0629044417,634.37973485,7,2601.2360859,4,720.84469154,3,156.93246955,7,836.53984285,4,231.81875272,3,182.74286353,7,974.12400877,4,269.94555566,3,239.44440643,7,1276.375671,4,353.70439147,3,139.07377429,7,741.34278029,4,205.43810332,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
582,'100583730133',44,'2','1',79200,1496,19000,31700,50700,15492,4,2000,'1',1,330000,-6,'1',1,9,594.1828057,2,99974,'1',2912,1,'1',408.5,83.333333333,2684.998393,3959.3127461999998,3083.6141178000003,2409.1887035,100000,-9,79200,19000,31700,50700,63360.0,27550.0,45965.0,73515.0,91872.0,0.349530878,157.78724747,7,645.32662019,4,167.06885027,3,116.90170642,6,693.26062304,4,179.47850221,3,134.25697134,7,796.18231804,4,206.12393835,3,172.38387087,7,1022.2857594000001,4,264.65994293,3,104.89327340000001,6,622.04717364,4,161.04202564,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','2 30% to 50%','-5','-5'
583,'100583830133',67,'2','1',79200,1496,21400,35650,57050,18097,4,2006,'1',1,100000,-6,'1',1,9,667.1873065000001,3,29787,'1',5386,1,'1',260.5,91.666666667,1016.7621393,1402.9180039,1137.5547832,933.18344551,13200,-9,79200,21400,35650,57050,71280.0,27582.222222000004,45948.888889,73531.111111,91872.0,2.1698056199,41.788720539,2,164.59634194,3,49.777740642,1,44.268640687,2,224.73606439,4,67.965383643,2,49.527811876,2,251.43499655,4,76.039758232,2,61.081417794,4,310.08852382,4,93.77794143700001,2,40.629721591,2,206.26257291,4,62.378572561000006,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','4 60 - 80% AMI','2 30 - 50% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
584,'100583930133',56,'2','1',79200,1394,16650,27750,44350,12005,3,2005,'1',1,300000,-6,'1',1,7,587.4182634,1,94987,'1',2239,1,'1',274.33333333,115.0,2383.1197512,3541.5873450000004,2745.4976828000003,2132.3836699000003,95000,-9,79200,16650,27750,44350,55440.0,24737.142857,41228.571429,65891.428571,82368.0,0.2828597598,171.33297258,7,791.22865473,4,170.34971306,3,115.73036865,6,794.04239942,4,170.95550583,3,133.32836455,7,914.78473396,4,196.95105329,3,171.98850743,7,1180.0374327,4,254.05935043,3,103.55398552,6,710.49851557,4,152.96869942,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
585,'100584130103',30,'3','2',61292,951,18506,30839,49328,23500,3,2008,'1',1,120000,-6,'1',1,6,1910.8871662000001,4,89974,'1',940,1,'1',215.0,83.333333333,1095.8479005000002,1559.234938,1240.7990731,995.55346795,90000,-9,61292,18506,30839,49328,61292.0,19246.24,32072.56,51301.12,63743.68,0.12536955119999998,146.79566664,7,382.86808511,4,236.52471083,3,68.765901216,4,186.52730221,3,115.23111467,3,77.861778493,4,211.19984223,4,130.47308866,3,97.84404904200001,5,265.40169158,4,163.95740673,3,62.472293281000006,4,169.45590944,3,104.68490725,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
586,'100585130103',65,'5','1',61917,1056,13635,22738,36058,11096,3,1990,'1',2,10000,-6,'1',1,6,4633.3960073,1,24000,'1',739,6,'1',119.0,70.0,255.45954726,294.07513372,267.53881165,247.10167788,0,-9,61917,13635,22738,36058,43341.9,20257.714286000002,33782.171429,53571.885714,64393.68,0.3695,55.373668436,3,216.29416006,4,56.818181818,2,15.868609917,1,92.09068034,1,24.191245006,1,16.618948422,1,96.445137581,1,25.33511474,1,18.26732895,1,106.01122340000002,2,27.848024026999997,1,15.349436646,1,89.077749778,1,23.399780103,1,'1 Adequate','-5','1990-1999','6 Mobile Home','3 3BR','1 Owner','1 LTE Poverty','1 LTE Poverty','2 100-150% Poverty','1 LTE Poverty','4 200%+ Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5','-5'
587,'100586130103',66,'5','1',62611,1328,15361,25589,40871,13948,4,2004,'1',1,350000,-6,'1',1,8,2965.9430181,2,43140,'1',1791,1,'1',349.5,100.0,2775.5841542,4127.1296803000005,3198.3584077,2483.058726,0,-9,62611,15361,25589,40871,50088.8,22273.45,37104.05,59262.95,72628.76,0.4981919332,86.12703838,5,309.29165472,4,81.212349398,2,152.86419067,7,795.98054323,4,209.00483089,3,176.14831412,7,917.22351813,4,240.84024155,3,227.30002166,7,1183.5760483,4,310.77783737,3,136.75346934,7,712.09025694,4,186.9773137,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','5 80 - 100% AMI','.','2 30% to 50%','-5','-5'
588,'100590120140',52,'1','3',55500,1070,15000,25000,40000,18050,4,1980,'1',1,250000,-6,'1',1,9,2538.4091788,3,61840,'1',508,1,'1',313.0,17.083333333,1991.5720149,2956.9616764,2293.5536246,1782.6252804,20800,-9,55500,15000,25000,40000,49950.0,19333.333333000002,32222.222222000004,51555.555556,64380.0,0.0985769728,123.8038038,7,342.60387812,4,144.48598131,3,123.73855327,7,441.34559888,4,186.12822569,3,142.50100184,7,508.2667312,4,214.35080603,3,183.7192716,7,655.28236596,4,276.35155854,3,110.75646353,6,395.04161339,4,166.6004935,3,'1 Adequate','Central City','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
589,'100590130103',50,'1','3',55500,978,11700,19450,31100,12036,3,2004,'1',1,50000,-6,'1',1,5,562.71577543,1,49987,'1',1104,1,'1',439.91666667,12.5,784.71440299,977.79233528,845.11072491,742.92505609,50000,-9,55500,11700,19450,31100,38850.0,17382.857143,28897.142857,46205.714286,57720.0,0.2650289075,128.66666667,7,415.31239614,4,127.77862986,3,54.380762508000004,3,260.78910036,4,80.236646522,2,58.566231803,3,280.86099199,4,86.41213956200001,2,67.76107659600001,4,324.9559107,4,99.978766389,2,51.484757871999996,3,246.90098242,4,75.963707166,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','4 60 - 80% AMI','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
590,'100591130103',-9,'5','3',55846,949,12032,20046,32045,-6,3,2007,'3',1,170000,3,'-6',1,5,1058.6298038999998,-6,-6,'-6',-6,1,'1',9.1666666667,0.0,1138.9789702,1795.4439399999999,1344.3264647,996.8951907,-9,-9,55846,12032,20046,32045,-9.0,17876.114286,29782.628570999997,47609.714286,58079.84,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,78.442293929,4,-9.0,-9,120.01885881,3,92.58472232,5,-9.0,-9,141.65716172,3,123.65350455,7,-9.0,-9,189.19324973,3,68.656882712,4,-9.0,-9,105.04691156,3,'-5','-5','2000-2009','1 Single Family','3 3BR','1 Owner','.','.','.','.','.','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','.','4 60 - 80% AMI','5 80 - 100% AMI','7 120% AMI +','4 60 - 80% AMI','.','.','.','-5','-5'
591,'100591230103',33,'5','3',55846,949,15473,25764,41189,18574,3,2005,'1',1,130000,-6,'1',1,6,1463.8157014,3,94974,'1',1164,1,'1',180.83333333,32.5,1077.3074478,1579.3100717,1234.3378848,968.65514583,95000,-9,55846,15473,25764,41189,50261.4,17879.911111,29771.733333,47596.177778,58079.84,0.1470718302,188.96011651,7,511.32766232,4,250.19494204,3,74.194932201,4,232.00332675,4,113.52027901,3,85.009730383,5,265.82058464,4,130.06721652,3,108.76821091,6,340.11199994,4,166.41834265,3,66.711970682,4,208.60453232,4,102.07114287,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
592,'100596190146',61,'1','2',73600,966,19900,33150,53050,18070,2,1980,'1',1,-6,-6,'2',12,5,538.94038944,3,21974,'1',662,3,'2',90.0,0.0,662.0,662.0,662.0,662.0,0,1,73600,19900,33150,53050,66240.0,19900.0,33150.0,53050.0,66240.0,0.3615181578,33.173309179,2,121.60486995,2,56.868530021000005,2,39.975845411,2,146.54122856,2,68.530020704,2,39.975845411,2,146.54122856,2,68.530020704,2,39.975845411,2,146.54122856,2,68.530020704,2,39.975845411,2,146.54122856,2,68.530020704,2,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 Assisted','2 30% to 50%','-5','-5'
593,'100596350146',31,'1','2',73600,815,15500,25800,41250,12055,1,1985,'1',1,-6,-6,'2',162,3,1231.1937782,1,94987,'1',1428,5,'2',28.0,0.0,1428.0,1428.0,1428.0,1428.0,95000,0,73600,15500,25800,41250,51520.0,16607.142857,27642.857143,44196.428571,55200.0,0.18040363420000002,184.36917702,7,787.94691,4,291.37116564,3,103.47826087,6,473.82828702,4,175.21472393,3,103.47826087,6,473.82828702,4,175.21472393,3,103.47826087,6,473.82828702,4,175.21472393,3,103.47826087,6,473.82828702,4,175.21472393,3,'1 Adequate','Central City','1980-1989','5 50+ units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','6 100 - 120% AMI','6 100 - 120% AMI','6 100 - 120% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
594,'100596500146',93,'1','2',73600,966,15500,25800,41250,11080,2,1990,'1',1,-6,-6,'2',344,4,1147.8971517,1,15771,'1',5841,5,'2',109.0,0.0,5841.0,5841.0,5841.0,5841.0,0,0,73600,15500,25800,41250,51520.0,19928.571429,33171.428571,53035.714286,66240.0,4.4443599011,30.611413043000002,2,142.33754513,2,40.815217391,1,352.71739130000003,7,2108.6642599,4,604.65838509,3,352.71739130000003,7,2108.6642599,4,604.65838509,3,352.71739130000003,7,2108.6642599,4,604.65838509,3,352.71739130000003,7,2108.6642599,4,604.65838509,3,'1 Adequate','Central City','1990-1999','5 50+ units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','2 30 - 50% AMI','0 Not Assisted','3 50% or More','-5','-5'
595,'100597360146',45,'2','3',61228,835,14738,24566,39293,15946,2,1980,'1',1,-6,-6,'2',5,4,1848.416777,2,24987,'1',628,3,'2',128.0,0.0,628.0,628.0,628.0,628.0,19122,0,61228,14738,24566,39293,48982.4,16580.25,27636.75,44204.625,55105.2,0.3015968304,51.01220030100001,3,156.69760441,3,74.811377246,2,45.585534577,2,157.53166938,3,75.20958083800001,2,45.585534577,2,157.53166938,3,75.20958083800001,2,45.585534577,2,157.53166938,3,75.20958083800001,2,45.585534577,2,157.53166938,3,75.20958083800001,2,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','3 50 - 60% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
596,'100600370149',63,'3','1',73738,1204,17971,29952,46076,15517,3,1980,'1',1,300000,-6,'1',1,8,2691.2254653,2,72683,'1',2910,1,'1',359.66666667,75.0,2428.4530846000002,3586.9206784000003,2790.8310161,2177.7170032,3296,-9,73738,17971,29952,46076,58990.4,23362.3,38937.6,59898.8,76687.52,0.48044246939999996,123.21157341,7,468.40884192,4,150.9198505,3,126.66744652,7,626.01097753,4,201.69876118,3,145.56897999,7,719.42540856,4,231.79659602,3,187.09279833,7,924.64282487,4,297.91699986,3,113.58912132,6,561.37578223,4,180.87350525,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','2 30% to 50%','-5','-5'
597,'100600770249',61,'2','1',71452,936,17331,28935,46126,15492,2,1985,'1',1,500000,-6,'1',1,6,5026.6949499,2,344222,'1',2705,1,'1',200.0,538.33333333,4061.3106965,5992.0900195,4665.2739158,3643.4172274999996,30000,-9,71452,17331,28935,46126,57161.6,19497.375,32551.875,51891.75,64306.8,0.094299609,602.19098136,7,2221.9339014,4,919.39636752,3,252.62091701,7,1048.6214037,4,433.90071544,3,290.18852848,7,1204.5633658,4,498.42670039999996,3,372.71890497,7,1547.1443375999997,4,640.18055764,3,226.62718266,7,940.72223794,4,389.25397730000003,3,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
598,'100602350144',35,'1','4',56600,941,19100,31850,50950,27539,2,1985,'1',1,-6,-6,'2',8,5,2107.1294574999997,5,82961,'1',1099,3,'2',229.0,5.0,1099.0,1099.0,1099.0,1099.0,83000,0,56600,19100,31850,50950,61128.0,15916.666667,26541.666666999998,42458.333332999995,50940.0,0.1589662613,135.71685643,7,301.24913759,4,220.40648247,3,86.297605026,5,159.6281637,3,116.79064825,3,86.297605026,5,159.6281637,3,116.79064825,3,86.297605026,5,159.6281637,3,116.79064825,3,86.297605026,5,159.6281637,3,116.79064825,3,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','West','-5'
